OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0015001,24-04-2023,CUST033709,Sunita Joshi,P00024,Yoga Mat,Books,Apex,1,326.5,0.0,16.32,2.08,344.9,Credit Card,Delivered,Jacksonville,FL,United States,SELL00045
ORD0015002,28-04-2021,CUST019748,Mohit Sharma,P00026,Sunglasses,Clothing,HomeEase,1,443.02,0.05,50.5,5.86,477.23,Amazon Pay,Shipped,Columbus,OH,Canada,SELL01880
ORD0015003,10-11-2021,CUST029548,Vivaan Joshi,P00007,Mechanical Keyboard,Clothing,BrightLux,4,243.54,0.2,38.97,10.32,828.62,Credit Card,Delivered,Charlotte,NC,India,SELL01588
ORD0015004,10-12-2022,CUST023044,Rohit Gupta,P00019,LED Desk Lamp,Clothing,FitLife,5,10.23,0.1,3.68,0.05,49.76,Cash on Delivery,Delivered,San Francisco,CA,United States,SELL00456
ORD0015005,05-01-2020,CUST021185,Mohit Kapoor,P00002,Bluetooth Speaker,Toys & Games,CoreTech,3,169.64,0.1,22.9,4.55,485.48,Net Banking,Pending,Seattle,WA,United States,SELL01287
ORD0015006,11-08-2021,CUST049766,Rohit Kapoor,P00030,Dress Shirt,Home & Kitchen,NexPro,3,33.47,0.15,10.24,11.11,106.7,Debit Card,Delivered,Houston,TX,United States,SELL01588
ORD0015007,29-03-2023,CUST021387,Vivaan Joshi,P00002,Bluetooth Speaker,Toys & Games,NexPro,4,34.81,0.0,11.14,3.34,153.72,Credit Card,Pending,San Francisco,CA,United States,SELL00578
ORD0015008,26-07-2020,CUST045653,Simran Kumar,P00019,LED Desk Lamp,Toys & Games,HomeEase,1,278.46,0.0,13.92,7.55,299.93,Credit Card,Delivered,Seattle,WA,United States,SELL00207
ORD0015009,13-09-2020,CUST038553,Neha Singh,P00006,Gaming Mouse,Books,ReadMore,5,310.5,0.05,73.74,0.27,1548.88,Net Banking,Returned,Austin,TX,United States,SELL01306
ORD0015010,13-05-2023,CUST044794,Ritika Patel,P00025,Running Shoes,Electronics,KiddoFun,5,118.19,0.0,29.55,7.39,627.89,UPI,Pending,Los Angeles,CA,United States,SELL01888
ORD0015011,25-11-2024,CUST014898,Pooja Patel,P00007,Mechanical Keyboard,Home & Kitchen,BrightLux,5,64.16,0.0,16.04,12.99,349.83,UPI,Delivered,New York,NY,United States,SELL00059
ORD0015012,11-01-2020,CUST036722,Aarav Kumar,P00005,Laptop Sleeve,Clothing,CoreTech,3,60.45,0.0,14.51,7.56,203.42,Debit Card,Pending,Washington,DC,Canada,SELL00436
ORD0015013,06-08-2022,CUST002612,Sahil Sharma,P00041,Webcam Full HD,Electronics,UrbanStyle,5,236.62,0.0,59.16,13.66,1255.92,Credit Card,Delivered,Seattle,WA,United States,SELL00516
ORD0015014,08-01-2020,CUST030982,Aditya Mehta,P00031,Kids Toy Car,Home & Kitchen,Apex,2,325.86,0.0,52.14,9.16,713.02,UPI,Delivered,Los Angeles,CA,United States,SELL00822
ORD0015015,03-12-2023,CUST048430,Arjun Patel,P00038,External HDD 2TB,Books,Apex,1,500.45,0.15,51.05,11.64,488.07,Cash on Delivery,Delivered,San Jose,CA,United States,SELL00169
ORD0015016,24-07-2022,CUST024278,Sahil Patel,P00022,Water Bottle,Books,KiddoFun,3,599.35,0.2,115.08,6.03,1559.55,UPI,Shipped,Washington,DC,United States,SELL01135
ORD0015017,01-02-2020,CUST034575,Vihaan Patel,P00009,Portable SSD 1TB,Toys & Games,BrightLux,4,208.49,0.25,31.27,13.36,670.1,Credit Card,Shipped,Dallas,TX,United States,SELL00885
ORD0015018,23-06-2021,CUST001654,Vivaan Singh,P00027,Winter Jacket,Electronics,FitLife,4,47.84,0.25,7.18,6.32,157.02,Amazon Pay,Delivered,Denver,CO,United States,SELL00101
ORD0015019,07-10-2024,CUST034237,Aarav Gupta,P00020,Office Chair,Sports & Outdoors,Apex,5,359.67,0.15,183.43,5.99,1718.02,Credit Card,Delivered,San Francisco,CA,Canada,SELL00050
ORD0015020,01-10-2022,CUST049441,Anjali Sharma,P00019,LED Desk Lamp,Books,ReadMore,5,493.74,0.1,266.62,4.83,2493.28,Credit Card,Shipped,Philadelphia,PA,United States,SELL00004
ORD0015021,21-01-2021,CUST001405,Mohit Reddy,P00018,Vacuum Cleaner,Electronics,Apex,1,314.12,0.2,30.16,6.08,287.54,Debit Card,Delivered,Los Angeles,CA,Australia,SELL01790
ORD0015022,05-06-2023,CUST037151,Vihaan Gupta,P00025,Running Shoes,Toys & Games,ReadMore,2,552.58,0.15,112.73,1.33,1053.45,Credit Card,Delivered,Houston,TX,India,SELL01646
ORD0015023,01-10-2021,CUST048099,Rohit Patel,P00031,Kids Toy Car,Toys & Games,UrbanStyle,4,35.49,0.2,20.44,1.91,135.92,Credit Card,Delivered,Charlotte,NC,India,SELL00464
ORD0015024,25-11-2024,CUST002594,Sneha Verma,P00026,Sunglasses,Sports & Outdoors,Zenith,3,483.46,0.05,165.34,9.46,1552.66,Amazon Pay,Delivered,Indianapolis,IN,United States,SELL01762
ORD0015025,07-02-2024,CUST045088,Arjun Joshi,P00005,Laptop Sleeve,Toys & Games,HomeEase,3,16.91,0.0,2.54,4.49,57.76,UPI,Delivered,Chicago,IL,United States,SELL01412
ORD0015026,13-10-2024,CUST011845,Kabir Gupta,P00017,Electric Kettle,Clothing,CoreTech,3,375.6,0.0,56.34,7.61,1190.75,Cash on Delivery,Pending,Fort Worth,TX,Australia,SELL01904
ORD0015027,09-11-2024,CUST036802,Sneha Kumar,P00024,Yoga Mat,Sports & Outdoors,HomeEase,1,170.97,0.25,10.26,8.19,146.68,Debit Card,Shipped,Austin,TX,United States,SELL01792
ORD0015028,25-07-2020,CUST023931,Neha Kapoor,P00006,Gaming Mouse,Clothing,Zenith,5,279.33,0.05,238.83,3.76,1569.41,Credit Card,Delivered,San Diego,CA,United States,SELL00193
ORD0015029,03-09-2023,CUST030092,Anjali Kumar,P00025,Running Shoes,Home & Kitchen,HomeEase,2,553.22,0.25,99.58,14.39,943.8,Credit Card,Delivered,Fort Worth,TX,United States,SELL01357
ORD0015030,23-12-2024,CUST048999,Aditya Verma,P00016,Air Fryer,Sports & Outdoors,Apex,4,248.91,0.05,75.67,14.44,1035.97,Credit Card,Delivered,Jacksonville,FL,United States,SELL00854
ORD0015031,15-11-2024,CUST031726,Vihaan Singh,P00013,Action Camera,Sports & Outdoors,UrbanStyle,4,123.33,0.2,31.57,7.17,433.4,UPI,Delivered,Charlotte,NC,United States,SELL00427
ORD0015032,10-07-2021,CUST042900,Sneha Patel,P00014,Drone Mini,Books,ReadMore,5,152.32,0.0,60.93,8.09,830.62,Amazon Pay,Delivered,New York,NY,United States,SELL01307
ORD0015033,28-06-2024,CUST025870,Ritika Sharma,P00023,Cookware Set,Home & Kitchen,CoreTech,2,393.98,0.05,37.43,5.92,791.91,Cash on Delivery,Delivered,Denver,CO,United States,SELL00525
ORD0015034,13-12-2020,CUST029515,Pooja Singh,P00005,Laptop Sleeve,Toys & Games,FitLife,2,439.31,0.0,70.29,10.6,959.51,UPI,Pending,Seattle,WA,United States,SELL00039
ORD0015035,03-03-2022,CUST038367,Sunita Patel,P00032,Board Game,Sports & Outdoors,HomeEase,1,158.8,0.05,12.07,0.31,163.24,Credit Card,Returned,Phoenix,AZ,India,SELL01790
ORD0015036,21-08-2020,CUST038113,Mohit Joshi,P00017,Electric Kettle,Home & Kitchen,NexPro,4,354.14,0.0,70.83,14.57,1501.96,Net Banking,Delivered,San Francisco,CA,India,SELL01028
ORD0015037,20-09-2024,CUST013914,Pooja Singh,P00038,External HDD 2TB,Home & Kitchen,HomeEase,3,151.06,0.0,36.25,3.57,493.0,Debit Card,Shipped,Denver,CO,United States,SELL01784
ORD0015038,03-12-2022,CUST036279,Sahil Mehta,P00034,Desk Organizer,Electronics,UrbanStyle,5,410.09,0.15,139.43,8.1,1890.41,UPI,Pending,New York,NY,India,SELL01630
ORD0015039,02-10-2022,CUST033827,Sunita Singh,P00024,Yoga Mat,Clothing,BrightLux,5,351.01,0.05,133.38,5.34,1806.02,Net Banking,Shipped,Washington,DC,Canada,SELL00096
ORD0015040,06-01-2022,CUST010267,Vikas Verma,P00044,Power Bank 20000mAh,Clothing,UrbanStyle,5,101.06,0.2,0.0,0.94,405.18,Credit Card,Shipped,Charlotte,NC,United States,SELL01628
ORD0015041,30-07-2022,CUST021125,Vivaan Reddy,P00024,Yoga Mat,Home & Kitchen,BrightLux,1,432.74,0.05,49.33,13.84,474.27,Cash on Delivery,Shipped,Fort Worth,TX,United States,SELL01677
ORD0015042,11-03-2023,CUST011339,Vikas Joshi,P00035,Desk Plant,Electronics,UrbanStyle,2,35.35,0.25,9.54,14.66,77.23,UPI,Delivered,Dallas,TX,India,SELL01587
ORD0015043,29-07-2024,CUST017331,Sneha Reddy,P00045,Phone Tripod,Sports & Outdoors,UrbanStyle,3,545.89,0.0,196.52,14.74,1848.93,Credit Card,Delivered,Washington,DC,United States,SELL00920
ORD0015044,24-06-2020,CUST008935,Rohit Reddy,P00020,Office Chair,Home & Kitchen,KiddoFun,1,209.23,0.05,23.85,13.92,236.54,UPI,Delivered,Charlotte,NC,United States,SELL00275
ORD0015045,04-08-2024,CUST031324,Vikas Patel,P00032,Board Game,Home & Kitchen,ReadMore,5,120.21,0.05,28.55,13.45,613.0,Credit Card,Delivered,San Francisco,CA,United States,SELL01534
ORD0015046,24-03-2021,CUST048528,Priya Patel,P00046,Car Charger,Home & Kitchen,FitLife,1,203.27,0.0,10.16,1.63,215.06,Amazon Pay,Delivered,Los Angeles,CA,India,SELL01670
ORD0015047,14-08-2021,CUST034164,Aditya Gupta,P00030,Dress Shirt,Sports & Outdoors,Zenith,3,79.94,0.1,10.79,11.21,237.84,Amazon Pay,Delivered,Columbus,OH,United States,SELL00006
