OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0060001,04-07-2021,CUST009220,Simran Mehta,P00012,Noise Cancelling Headphones,Home & Kitchen,CoreTech,5,283.02,0.25,127.36,1.51,1190.19,Credit Card,Delivered,San Diego,CA,United States,SELL00582
ORD0060002,10-03-2024,CUST012843,Aditya Reddy,P00014,Drone Mini,Clothing,ReadMore,3,498.64,0.0,119.67,13.99,1629.58,Cash on Delivery,Delivered,Charlotte,NC,United States,SELL00237
ORD0060003,05-01-2024,CUST009935,Vihaan Reddy,P00029,T-Shirt,Clothing,Apex,4,284.38,0.05,194.52,2.61,1277.77,Debit Card,Delivered,Columbus,OH,Canada,SELL01371
ORD0060004,10-05-2021,CUST047844,Mohit Reddy,P00001,Wireless Earbuds,Home & Kitchen,BrightLux,2,197.22,0.15,60.35,11.77,407.39,UPI,Delivered,Los Angeles,CA,United States,SELL01441
ORD0060005,19-05-2021,CUST036895,Rohit Verma,P00013,Action Camera,Home & Kitchen,Zenith,2,475.32,0.05,108.37,7.23,1018.71,Debit Card,Shipped,Denver,CO,United States,SELL00401
ORD0060006,16-05-2020,CUST049026,Aarav Kumar,P00013,Action Camera,Sports & Outdoors,BrightLux,3,387.26,0.2,74.35,8.91,1012.68,Amazon Pay,Delivered,Phoenix,AZ,India,SELL01825
ORD0060007,15-09-2022,CUST037388,Vihaan Kapoor,P00007,Mechanical Keyboard,Clothing,KiddoFun,4,582.04,0.0,279.38,8.95,2616.49,UPI,Delivered,Austin,TX,United States,SELL00860
ORD0060008,26-07-2023,CUST011861,Rohit Kapoor,P00033,Puzzle 1000pc,Home & Kitchen,HomeEase,3,371.02,0.05,84.59,5.21,1147.21,Cash on Delivery,Delivered,Charlotte,NC,United States,SELL00999
ORD0060009,12-06-2020,CUST001392,Sahil Verma,P00014,Drone Mini,Books,KiddoFun,2,549.74,0.2,43.98,8.47,932.03,Credit Card,Delivered,San Diego,CA,United States,SELL00153
ORD0060010,15-04-2024,CUST047518,Aarav Kumar,P00023,Cookware Set,Toys & Games,Apex,1,22.07,0.1,0.99,1.37,22.22,Credit Card,Delivered,Philadelphia,PA,United States,SELL01982
ORD0060011,01-05-2022,CUST002732,Anjali Joshi,P00031,Kids Toy Car,Sports & Outdoors,KiddoFun,4,357.25,0.0,114.32,12.53,1555.85,Cash on Delivery,Delivered,Charlotte,NC,United States,SELL01795
ORD0060012,12-11-2022,CUST049010,Priya Verma,P00031,Kids Toy Car,Sports & Outdoors,BrightLux,5,454.08,0.0,272.45,9.97,2552.82,UPI,Delivered,Jacksonville,FL,United States,SELL00634
ORD0060013,11-12-2021,CUST049995,Mohit Kumar,P00031,Kids Toy Car,Books,CoreTech,5,589.83,0.0,235.93,6.17,3191.25,Debit Card,Delivered,Indianapolis,IN,India,SELL00642
ORD0060014,21-05-2021,CUST023065,Aditya Patel,P00026,Sunglasses,Clothing,KiddoFun,1,10.09,0.25,0.38,0.06,8.01,Credit Card,Shipped,Fort Worth,TX,United States,SELL00411
ORD0060015,16-11-2021,CUST019271,Neha Joshi,P00024,Yoga Mat,Electronics,HomeEase,4,255.61,0.15,69.53,2.11,940.71,Debit Card,Delivered,Chicago,IL,United States,SELL01331
ORD0060016,13-03-2024,CUST022322,Aarav Joshi,P00014,Drone Mini,Toys & Games,HomeEase,2,237.68,0.0,23.77,4.21,503.34,Net Banking,Shipped,San Jose,CA,United States,SELL01517
ORD0060017,12-05-2024,CUST033608,Sneha Kumar,P00007,Mechanical Keyboard,Sports & Outdoors,HomeEase,1,571.08,0.05,0.0,1.67,544.2,Amazon Pay,Shipped,Jacksonville,FL,United States,SELL01641
ORD0060018,08-12-2021,CUST004473,Aarav Verma,P00046,Car Charger,Home & Kitchen,KiddoFun,2,179.62,0.1,25.87,8.77,357.96,Credit Card,Delivered,Fort Worth,TX,India,SELL01520
ORD0060019,11-06-2024,CUST012694,Kabir Singh,P00048,Wireless Charger,Toys & Games,Apex,5,337.34,0.1,182.16,4.25,1704.44,Credit Card,Delivered,Fort Worth,TX,United States,SELL01325
ORD0060020,07-01-2024,CUST033316,Sahil Joshi,P00028,Jeans,Electronics,ReadMore,4,357.17,0.1,0.0,0.07,1285.88,Net Banking,Delivered,San Jose,CA,United States,SELL00483
ORD0060021,21-05-2020,CUST018022,Arjun Kapoor,P00048,Wireless Charger,Clothing,NexPro,3,359.31,0.15,73.3,3.67,993.21,Credit Card,Delivered,Chicago,IL,United States,SELL00434
ORD0060022,07-10-2020,CUST004174,Aditya Kumar,P00033,Puzzle 1000pc,Clothing,FitLife,3,44.63,0.15,9.1,8.42,131.33,Net Banking,Delivered,Charlotte,NC,United States,SELL00685
