OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0055001,09-04-2020,CUST002537,Sneha Gupta,P00012,Noise Cancelling Headphones,Clothing,Zenith,2,100.79,0.0,10.08,14.89,226.55,Debit Card,Delivered,Dallas,TX,United States,SELL01879
ORD0055002,16-10-2020,CUST014970,Sunita Reddy,P00044,Power Bank 20000mAh,Books,UrbanStyle,4,27.23,0.15,4.63,7.25,104.46,Amazon Pay,Delivered,Los Angeles,CA,United States,SELL00859
ORD0055003,11-05-2024,CUST010834,Kabir Kumar,P00004,USB-C Charger,Books,FitLife,4,141.12,0.1,25.4,12.51,545.94,Credit Card,Delivered,Houston,TX,United States,SELL01501
ORD0055004,03-06-2023,CUST031824,Kabir Verma,P00024,Yoga Mat,Sports & Outdoors,NexPro,1,246.84,0.0,0.0,5.49,252.33,Net Banking,Delivered,San Jose,CA,United States,SELL01724
ORD0055005,03-08-2024,CUST016408,Sahil Patel,P00023,Cookware Set,Toys & Games,KiddoFun,3,130.55,0.0,70.5,2.84,464.99,Debit Card,Delivered,Fort Worth,TX,United States,SELL01955
ORD0055006,22-02-2023,CUST016895,Arjun Verma,P00018,Vacuum Cleaner,Clothing,KiddoFun,3,348.22,0.1,75.22,5.31,1020.72,Credit Card,Delivered,San Antonio,TX,United States,SELL01210
ORD0055007,01-01-2024,CUST036406,Pooja Joshi,P00005,Laptop Sleeve,Toys & Games,HomeEase,2,160.71,0.05,24.43,4.83,334.61,Credit Card,Delivered,Los Angeles,CA,Canada,SELL00542
ORD0055008,06-05-2024,CUST005126,Ritika Patel,P00045,Phone Tripod,Sports & Outdoors,CoreTech,1,21.61,0.0,0.0,0.38,21.99,Amazon Pay,Delivered,San Antonio,TX,United States,SELL00844
ORD0055009,07-10-2021,CUST017123,Kabir Kapoor,P00031,Kids Toy Car,Books,FitLife,2,249.47,0.05,56.88,8.19,539.06,Debit Card,Delivered,Columbus,OH,United States,SELL01042
ORD0055010,26-10-2021,CUST012249,Rohit Reddy,P00007,Mechanical Keyboard,Sports & Outdoors,HomeEase,5,383.24,0.0,153.3,3.33,2072.83,Amazon Pay,Delivered,Denver,CO,United Kingdom,SELL00310
ORD0055011,02-10-2023,CUST034040,Karan Kapoor,P00015,Instant Pot,Toys & Games,KiddoFun,3,108.4,0.0,16.26,10.35,351.81,Credit Card,Shipped,Chicago,IL,Australia,SELL00959
ORD0055012,28-11-2021,CUST015506,Rohit Reddy,P00039,Graphic Tablet,Home & Kitchen,NexPro,5,78.44,0.05,18.63,8.2,399.42,Credit Card,Delivered,Austin,TX,India,SELL01123
ORD0055013,09-11-2024,CUST035653,Rohit Sharma,P00018,Vacuum Cleaner,Electronics,Apex,2,56.95,0.0,13.67,5.6,133.17,Debit Card,Delivered,Dallas,TX,India,SELL00108
ORD0055014,01-07-2020,CUST001582,Sneha Reddy,P00016,Air Fryer,Sports & Outdoors,KiddoFun,1,557.95,0.05,42.4,1.1,573.55,UPI,Delivered,Washington,DC,Australia,SELL01508
ORD0055015,16-12-2020,CUST007288,Vikas Gupta,P00003,Smartphone Case,Clothing,HomeEase,4,395.48,0.0,79.1,9.58,1670.6,Credit Card,Delivered,Fort Worth,TX,United States,SELL01426
ORD0055016,18-03-2024,CUST046947,Simran Singh,P00038,External HDD 2TB,Books,UrbanStyle,3,310.05,0.0,111.62,3.85,1045.62,Credit Card,Delivered,Indianapolis,IN,India,SELL00828
ORD0055017,24-12-2024,CUST007598,Aman Kapoor,P00003,Smartphone Case,Books,Zenith,5,113.92,0.0,102.53,10.15,682.28,Amazon Pay,Delivered,San Antonio,TX,India,SELL00149
ORD0055018,02-11-2023,CUST046730,Vikas Kapoor,P00021,Backpack,Home & Kitchen,KiddoFun,2,229.3,0.0,55.03,0.72,514.35,UPI,Delivered,Columbus,OH,United Kingdom,SELL01444
ORD0055019,08-12-2021,CUST037202,Pooja Singh,P00014,Drone Mini,Home & Kitchen,Apex,1,420.15,0.05,47.9,1.89,448.93,Credit Card,Shipped,New York,NY,United States,SELL00838
ORD0055020,28-01-2024,CUST001815,Vihaan Verma,P00009,Portable SSD 1TB,Sports & Outdoors,CoreTech,1,73.96,0.05,5.62,2.39,78.27,UPI,Delivered,Jacksonville,FL,India,SELL01623
ORD0055021,08-11-2021,CUST010277,Pooja Patel,P00025,Running Shoes,Toys & Games,NexPro,1,557.45,0.25,33.45,6.77,458.31,Credit Card,Delivered,Los Angeles,CA,United States,SELL00683
ORD0055022,12-03-2022,CUST000088,Aman Patel,P00004,USB-C Charger,Books,NexPro,3,239.99,0.1,77.76,12.94,738.67,Debit Card,Delivered,Denver,CO,United States,SELL00828
ORD0055023,05-12-2020,CUST000160,Sunita Verma,P00041,Webcam Full HD,Electronics,NexPro,2,300.17,0.05,68.44,7.0,645.76,Net Banking,Pending,San Diego,CA,United States,SELL01419
ORD0055024,10-03-2023,CUST037537,Ritika Joshi,P00034,Desk Organizer,Clothing,UrbanStyle,1,385.41,0.0,46.25,4.35,436.01,Credit Card,Delivered,Chicago,IL,United States,SELL00187
ORD0055025,20-04-2020,CUST046825,Aman Sharma,P00049,Children's Book,Electronics,KiddoFun,3,551.72,0.0,82.76,13.09,1751.01,Debit Card,Delivered,Philadelphia,PA,United Kingdom,SELL01153
ORD0055026,17-09-2020,CUST004012,Priya Reddy,P00007,Mechanical Keyboard,Electronics,HomeEase,3,567.01,0.0,85.05,1.09,1787.17,Debit Card,Delivered,Los Angeles,CA,United States,SELL00136
ORD0055027,26-04-2023,CUST016358,Vihaan Reddy,P00017,Electric Kettle,Clothing,CoreTech,1,373.07,0.15,25.37,0.41,342.89,Credit Card,Shipped,Indianapolis,IN,United States,SELL01290
ORD0055028,05-01-2021,CUST006216,Ritika Sharma,P00026,Sunglasses,Electronics,BrightLux,1,477.69,0.05,81.68,4.46,539.95,Amazon Pay,Delivered,Los Angeles,CA,United Kingdom,SELL00563
ORD0055029,13-10-2023,CUST012461,Arjun Kapoor,P00008,4K Monitor,Clothing,ReadMore,4,545.38,0.0,174.52,8.06,2364.1,Amazon Pay,Delivered,Los Angeles,CA,India,SELL00901
ORD0055030,20-07-2023,CUST033423,Vivaan Verma,P00032,Board Game,Sports & Outdoors,Apex,1,325.9,0.05,37.15,5.13,351.88,Net Banking,Pending,San Jose,CA,United States,SELL01053
ORD0055031,16-09-2024,CUST017894,Aman Verma,P00041,Webcam Full HD,Home & Kitchen,Zenith,1,394.04,0.1,17.73,6.54,378.91,UPI,Delivered,Denver,CO,India,SELL00983
ORD0055032,27-12-2024,CUST004775,Sahil Verma,P00045,Phone Tripod,Books,Apex,5,85.56,0.0,21.39,7.99,457.18,Debit Card,Delivered,Austin,TX,United States,SELL00724
ORD0055033,26-08-2021,CUST042016,Pooja Sharma,P00035,Desk Plant,Home & Kitchen,ReadMore,3,294.49,0.15,0.0,13.69,764.64,Amazon Pay,Delivered,Dallas,TX,United States,SELL00891
ORD0055034,24-03-2021,CUST049899,Simran Singh,P00035,Desk Plant,Books,HomeEase,5,311.55,0.05,177.58,5.37,1662.81,Amazon Pay,Delivered,San Diego,CA,India,SELL01383
ORD0055035,25-09-2024,CUST036713,Ritika Gupta,P00050,Novel Bestseller,Clothing,Zenith,5,74.7,0.0,29.88,14.42,417.8,Debit Card,Delivered,Charlotte,NC,United States,SELL00544
ORD0055036,11-12-2023,CUST035854,Sahil Reddy,P00027,Winter Jacket,Electronics,HomeEase,1,557.23,0.05,63.52,10.04,602.93,Net Banking,Shipped,Austin,TX,United States,SELL00199
ORD0055037,10-05-2022,CUST044339,Rohit Verma,P00018,Vacuum Cleaner,Books,UrbanStyle,5,225.59,0.25,42.3,9.43,897.69,Cash on Delivery,Delivered,Seattle,WA,United Kingdom,SELL00723
ORD0055038,12-11-2023,CUST017962,Aman Verma,P00027,Winter Jacket,Toys & Games,UrbanStyle,3,394.2,0.0,94.61,8.96,1286.17,Credit Card,Delivered,Seattle,WA,United States,SELL00819
ORD0055039,23-09-2023,CUST033130,Aarav Sharma,P00007,Mechanical Keyboard,Sports & Outdoors,NexPro,5,182.39,0.05,103.96,1.43,971.74,Net Banking,Shipped,New York,NY,India,SELL00797
ORD0055040,27-08-2023,CUST007730,Neha Sharma,P00012,Noise Cancelling Headphones,Toys & Games,UrbanStyle,3,32.64,0.05,4.65,7.93,105.6,UPI,Delivered,Dallas,TX,United States,SELL00882
ORD0055041,14-09-2023,CUST046623,Vikas Joshi,P00004,USB-C Charger,Clothing,BrightLux,5,249.94,0.1,134.97,8.13,1267.83,Net Banking,Delivered,San Diego,CA,United States,SELL00348
ORD0055042,06-12-2022,CUST010964,Sneha Joshi,P00030,Dress Shirt,Toys & Games,BrightLux,2,179.82,0.1,38.84,11.13,373.65,Credit Card,Shipped,Philadelphia,PA,United States,SELL01895
ORD0055043,17-10-2021,CUST021528,Neha Kumar,P00042,Projector Mini,Clothing,NexPro,2,192.88,0.1,27.77,1.68,376.63,Debit Card,Shipped,San Diego,CA,United States,SELL00992
ORD0055044,28-05-2020,CUST041878,Rohit Kapoor,P00032,Board Game,Books,NexPro,2,130.37,0.05,19.82,4.04,271.56,Credit Card,Shipped,San Jose,CA,United States,SELL01588
ORD0055045,15-12-2020,CUST032819,Aman Joshi,P00036,Smart Light Bulb,Home & Kitchen,BrightLux,2,444.63,0.0,0.0,12.69,901.95,UPI,Delivered,Columbus,OH,United States,SELL00982
ORD0055046,18-11-2020,CUST020176,Vihaan Gupta,P00015,Instant Pot,Books,CoreTech,4,533.07,0.25,79.96,13.15,1692.32,UPI,Delivered,New York,NY,United States,SELL01046
ORD0055047,14-05-2022,CUST006595,Vivaan Kapoor,P00004,USB-C Charger,Clothing,NexPro,1,349.53,0.1,15.73,13.24,343.55,Net Banking,Shipped,Jacksonville,FL,Canada,SELL00006
ORD0055048,17-02-2023,CUST012302,Sunita Verma,P00046,Car Charger,Books,UrbanStyle,3,585.9,0.05,83.49,3.59,1756.89,Amazon Pay,Pending,Houston,TX,United States,SELL00498
ORD0055049,01-10-2022,CUST030563,Ritika Reddy,P00048,Wireless Charger,Books,CoreTech,5,282.4,0.0,254.16,9.62,1675.78,Credit Card,Delivered,New York,NY,United States,SELL01645
ORD0055050,01-02-2021,CUST019437,Priya Kumar,P00003,Smartphone Case,Sports & Outdoors,UrbanStyle,5,439.45,0.1,158.2,7.05,2142.78,Net Banking,Delivered,San Antonio,TX,United States,SELL01104
ORD0055051,07-10-2021,CUST040809,Mohit Singh,P00037,Router,Home & Kitchen,UrbanStyle,4,47.77,0.05,9.08,5.01,195.62,UPI,Delivered,Los Angeles,CA,United States,SELL01612
ORD0055052,05-05-2023,CUST016267,Aarav Kumar,P00008,4K Monitor,Toys & Games,ReadMore,3,245.41,0.05,83.93,5.31,788.66,Net Banking,Delivered,Fort Worth,TX,India,SELL01481
ORD0055053,16-02-2021,CUST031842,Mohit Patel,P00031,Kids Toy Car,Home & Kitchen,FitLife,3,112.97,0.0,40.67,12.02,391.6,Credit Card,Delivered,Indianapolis,IN,India,SELL00821
ORD0055054,02-01-2024,CUST007405,Priya Gupta,P00039,Graphic Tablet,Books,Zenith,3,273.23,0.1,36.89,8.2,782.81,Credit Card,Delivered,Charlotte,NC,United States,SELL01552
ORD0055055,06-02-2020,CUST040846,Vivaan Reddy,P00019,LED Desk Lamp,Sports & Outdoors,FitLife,1,557.17,0.0,0.0,13.46,570.63,Credit Card,Returned,San Jose,CA,United States,SELL00819
ORD0055056,05-07-2020,CUST020674,Vihaan Kumar,P00025,Running Shoes,Clothing,UrbanStyle,5,138.36,0.1,31.13,5.09,658.84,Debit Card,Delivered,Dallas,TX,United States,SELL01100
ORD0055057,23-02-2021,CUST046572,Neha Singh,P00006,Gaming Mouse,Sports & Outdoors,KiddoFun,3,452.34,0.05,64.46,9.57,1363.2,Credit Card,Delivered,Austin,TX,United States,SELL00495
ORD0055058,25-12-2021,CUST033133,Neha Joshi,P00005,Laptop Sleeve,Electronics,KiddoFun,2,599.48,0.05,56.95,2.8,1198.76,UPI,Shipped,San Diego,CA,United States,SELL01731
ORD0055059,23-01-2024,CUST020302,Karan Kumar,P00005,Laptop Sleeve,Toys & Games,CoreTech,5,315.7,0.0,189.42,2.25,1770.17,Credit Card,Pending,Phoenix,AZ,Australia,SELL01248
ORD0055060,07-02-2023,CUST013176,Vihaan Verma,P00023,Cookware Set,Electronics,Apex,4,267.05,0.05,81.18,11.4,1107.37,Debit Card,Returned,Indianapolis,IN,United States,SELL00272
ORD0055061,05-07-2020,CUST018970,Anjali Verma,P00008,4K Monitor,Home & Kitchen,Apex,5,527.32,0.0,316.39,3.51,2956.5,Credit Card,Delivered,Columbus,OH,United States,SELL01721
ORD0055062,15-04-2021,CUST037453,Sneha Mehta,P00016,Air Fryer,Home & Kitchen,HomeEase,5,187.84,0.05,107.07,14.21,1013.52,Debit Card,Shipped,Seattle,WA,United Kingdom,SELL00253
ORD0055063,06-01-2023,CUST044051,Sunita Patel,P00033,Puzzle 1000pc,Electronics,KiddoFun,3,544.12,0.05,124.06,8.23,1683.03,Debit Card,Delivered,Columbus,OH,Australia,SELL00156
ORD0055064,29-10-2023,CUST007246,Vihaan Kumar,P00002,Bluetooth Speaker,Home & Kitchen,KiddoFun,2,261.58,0.0,26.16,3.49,552.81,Amazon Pay,Cancelled,San Francisco,CA,United States,SELL01187
ORD0055065,20-03-2022,CUST007466,Aarav Mehta,P00037,Router,Toys & Games,ReadMore,5,106.92,0.05,40.63,0.58,549.08,Credit Card,Delivered,Dallas,TX,United States,SELL01913
ORD0055066,25-11-2020,CUST017514,Neha Kapoor,P00021,Backpack,Toys & Games,UrbanStyle,4,506.88,0.15,206.81,13.77,1943.97,Debit Card,Delivered,San Diego,CA,United States,SELL01190
ORD0055067,22-02-2023,CUST019417,Aditya Kumar,P00037,Router,Books,NexPro,3,315.13,0.2,37.82,7.88,802.01,Cash on Delivery,Shipped,San Antonio,TX,United States,SELL00139
ORD0055068,01-09-2023,CUST043787,Sneha Reddy,P00017,Electric Kettle,Clothing,Apex,3,456.79,0.15,93.19,2.76,1260.76,Credit Card,Delivered,Denver,CO,United Kingdom,SELL01225
ORD0055069,15-08-2022,CUST017066,Pooja Kumar,P00024,Yoga Mat,Clothing,CoreTech,2,16.62,0.25,1.25,3.24,29.42,Credit Card,Delivered,New York,NY,United States,SELL00259
ORD0055070,15-11-2020,CUST029026,Priya Mehta,P00010,Smartwatch,Home & Kitchen,Zenith,2,587.24,0.1,84.56,14.89,1156.48,Amazon Pay,Delivered,Los Angeles,CA,United States,SELL01228
ORD0055071,19-04-2021,CUST023336,Sneha Verma,P00006,Gaming Mouse,Clothing,BrightLux,3,320.28,0.0,76.87,11.04,1048.75,Amazon Pay,Delivered,San Antonio,TX,United States,SELL01119
ORD0055072,21-02-2024,CUST046710,Aman Gupta,P00034,Desk Organizer,Toys & Games,Zenith,2,480.07,0.0,76.81,8.91,1045.86,Cash on Delivery,Delivered,San Francisco,CA,United States,SELL00742
ORD0055073,05-04-2022,CUST002480,Simran Mehta,P00001,Wireless Earbuds,Electronics,Apex,4,370.6,0.1,160.1,12.86,1507.12,Debit Card,Shipped,Chicago,IL,United States,SELL01923
ORD0055074,28-05-2021,CUST002913,Vihaan Singh,P00001,Wireless Earbuds,Clothing,ReadMore,4,191.2,0.0,91.78,14.43,871.01,Debit Card,Shipped,Fort Worth,TX,United States,SELL01115
ORD0055075,29-11-2020,CUST020070,Priya Sharma,P00027,Winter Jacket,Sports & Outdoors,Zenith,4,158.92,0.0,31.78,9.18,676.64,Credit Card,Delivered,Denver,CO,United States,SELL00013
ORD0055076,30-12-2022,CUST012973,Sunita Singh,P00039,Graphic Tablet,Home & Kitchen,NexPro,1,584.91,0.1,94.76,2.02,623.2,Amazon Pay,Delivered,San Jose,CA,United States,SELL01108
ORD0055077,09-04-2021,CUST022615,Kabir Kumar,P00006,Gaming Mouse,Toys & Games,BrightLux,1,240.36,0.1,0.0,1.16,217.48,Amazon Pay,Shipped,Jacksonville,FL,United States,SELL00373
ORD0055078,31-10-2023,CUST026120,Simran Reddy,P00032,Board Game,Electronics,NexPro,1,141.96,0.2,5.68,13.39,132.64,UPI,Cancelled,San Diego,CA,United States,SELL01744
ORD0055079,24-12-2021,CUST029031,Ritika Patel,P00030,Dress Shirt,Toys & Games,Apex,2,331.49,0.05,31.49,8.72,670.04,Amazon Pay,Delivered,Austin,TX,India,SELL01904
ORD0055080,08-01-2020,CUST028748,Priya Sharma,P00049,Children's Book,Electronics,BrightLux,1,340.56,0.1,36.78,13.82,357.1,Credit Card,Delivered,San Diego,CA,Canada,SELL00909
ORD0055081,15-09-2024,CUST046193,Pooja Joshi,P00050,Novel Bestseller,Books,FitLife,4,332.14,0.2,53.14,2.97,1118.96,Debit Card,Delivered,New York,NY,United States,SELL01759
ORD0055082,12-06-2020,CUST029316,Neha Joshi,P00046,Car Charger,Books,FitLife,3,431.74,0.2,124.34,11.36,1171.88,Debit Card,Shipped,Chicago,IL,India,SELL01982
ORD0055083,19-02-2022,CUST028181,Ritika Kumar,P00017,Electric Kettle,Clothing,Zenith,1,46.66,0.2,1.87,0.53,39.73,Debit Card,Shipped,San Francisco,CA,Canada,SELL00483
ORD0055084,11-08-2023,CUST023484,Mohit Sharma,P00012,Noise Cancelling Headphones,Home & Kitchen,Zenith,1,283.54,0.0,51.04,14.46,349.04,Credit Card,Returned,Columbus,OH,India,SELL00614
ORD0055085,23-12-2020,CUST008777,Aman Singh,P00043,HDMI Cable 2m,Electronics,UrbanStyle,3,369.08,0.0,88.58,13.01,1208.83,UPI,Delivered,New York,NY,United States,SELL01990
ORD0055086,21-03-2020,CUST029937,Sahil Gupta,P00048,Wireless Charger,Clothing,UrbanStyle,4,194.06,0.0,93.15,10.72,880.11,Credit Card,Shipped,Washington,DC,United States,SELL01338
ORD0055087,12-02-2022,CUST023084,Vihaan Reddy,P00050,Novel Bestseller,Home & Kitchen,NexPro,1,240.87,0.0,19.27,14.39,274.53,UPI,Delivered,Indianapolis,IN,United States,SELL00131
ORD0055088,22-07-2023,CUST001628,Sahil Kapoor,P00024,Yoga Mat,Home & Kitchen,ReadMore,2,575.03,0.2,46.0,10.77,976.82,Credit Card,Delivered,Fort Worth,TX,United States,SELL01806
ORD0055089,09-07-2022,CUST015487,Pooja Mehta,P00050,Novel Bestseller,Toys & Games,HomeEase,3,478.51,0.05,163.65,11.28,1538.68,Net Banking,Returned,Los Angeles,CA,United States,SELL01616
ORD0055090,17-06-2022,CUST036559,Ritika Patel,P00033,Puzzle 1000pc,Home & Kitchen,UrbanStyle,1,60.21,0.0,3.01,1.14,64.36,Net Banking,Delivered,Dallas,TX,Canada,SELL00661
ORD0055091,28-06-2024,CUST003035,Sahil Gupta,P00013,Action Camera,Clothing,KiddoFun,4,102.41,0.0,73.74,1.84,485.22,Credit Card,Delivered,Chicago,IL,United States,SELL00328
ORD0055092,12-04-2024,CUST032324,Neha Verma,P00032,Board Game,Toys & Games,NexPro,2,160.52,0.25,12.04,9.43,262.25,Credit Card,Shipped,Jacksonville,FL,Canada,SELL01401
ORD0055093,10-07-2022,CUST024696,Rohit Mehta,P00005,Laptop Sleeve,Toys & Games,KiddoFun,4,143.54,0.05,65.45,5.18,616.08,Cash on Delivery,Delivered,San Jose,CA,United States,SELL00059
ORD0055094,06-12-2022,CUST029466,Aman Mehta,P00001,Wireless Earbuds,Clothing,BrightLux,2,177.56,0.25,31.96,1.73,300.03,Credit Card,Delivered,Philadelphia,PA,India,SELL00560
ORD0055095,16-11-2023,CUST030037,Pooja Kumar,P00035,Desk Plant,Books,UrbanStyle,2,296.52,0.1,64.05,0.58,598.37,Credit Card,Delivered,San Jose,CA,India,SELL00775
