OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0070001,08-09-2023,CUST024347,Sahil Verma,P00015,Instant Pot,Clothing,NexPro,4,300.74,0.2,76.99,5.57,1044.93,Amazon Pay,Delivered,Indianapolis,IN,United States,SELL00932
ORD0070002,17-01-2023,CUST026972,Aditya Patel,P00029,T-Shirt,Home & Kitchen,UrbanStyle,2,321.46,0.0,0.0,13.29,656.21,Debit Card,Returned,San Antonio,TX,United States,SELL00175
ORD0070003,01-04-2020,CUST038893,Aarav Joshi,P00023,Cookware Set,Clothing,CoreTech,2,261.25,0.05,24.82,3.21,524.41,Debit Card,Delivered,Jacksonville,FL,United States,SELL00046
ORD0070004,11-01-2021,CUST037801,Priya Singh,P00042,Projector Mini,Clothing,KiddoFun,3,351.53,0.1,113.9,3.28,1066.31,Amazon Pay,Delivered,Philadelphia,PA,India,SELL00297
ORD0070005,09-01-2023,CUST025565,Vivaan Kapoor,P00021,Backpack,Toys & Games,NexPro,3,78.85,0.1,17.03,9.33,239.26,Credit Card,Delivered,San Jose,CA,United States,SELL00043
ORD0070006,23-07-2024,CUST006005,Aditya Gupta,P00016,Air Fryer,Electronics,KiddoFun,4,528.41,0.05,160.64,9.24,2177.84,Debit Card,Delivered,San Francisco,CA,United States,SELL00463
ORD0070007,25-08-2021,CUST017368,Aditya Reddy,P00011,Fitness Band,Sports & Outdoors,FitLife,2,415.78,0.0,66.52,4.69,902.77,Credit Card,Pending,Fort Worth,TX,United States,SELL00397
ORD0070008,09-04-2020,CUST034006,Ritika Mehta,P00005,Laptop Sleeve,Clothing,NexPro,5,5.5,0.05,2.09,3.63,31.84,Credit Card,Delivered,Denver,CO,United States,SELL00168
ORD0070009,01-06-2024,CUST044808,Vikas Singh,P00022,Water Bottle,Clothing,Apex,4,277.87,0.1,80.03,12.25,1092.61,Debit Card,Shipped,Los Angeles,CA,India,SELL01380
ORD0070010,27-04-2024,CUST029076,Rohit Mehta,P00050,Novel Bestseller,Clothing,FitLife,1,573.91,0.15,24.39,13.21,525.42,UPI,Delivered,Fort Worth,TX,United States,SELL00847
ORD0070011,20-02-2023,CUST012567,Kabir Mehta,P00024,Yoga Mat,Toys & Games,Zenith,3,112.67,0.0,16.9,8.88,363.79,Amazon Pay,Delivered,Indianapolis,IN,United States,SELL01880
ORD0070012,10-03-2022,CUST040524,Sneha Sharma,P00007,Mechanical Keyboard,Home & Kitchen,HomeEase,3,569.9,0.1,123.1,10.34,1672.17,Net Banking,Shipped,Philadelphia,PA,India,SELL01031
ORD0070013,20-11-2023,CUST049308,Priya Joshi,P00002,Bluetooth Speaker,Electronics,Zenith,3,447.26,0.1,0.0,7.34,1214.94,Credit Card,Delivered,Jacksonville,FL,United Kingdom,SELL01730
ORD0070014,23-01-2020,CUST009879,Sunita Kumar,P00035,Desk Plant,Clothing,BrightLux,5,75.27,0.2,0.0,6.0,307.08,Net Banking,Pending,Philadelphia,PA,United States,SELL01627
ORD0070015,17-10-2021,CUST032434,Sneha Kapoor,P00009,Portable SSD 1TB,Clothing,HomeEase,3,401.46,0.1,86.72,6.27,1176.93,Amazon Pay,Delivered,Charlotte,NC,United States,SELL00224
ORD0070016,08-02-2022,CUST036121,Sahil Patel,P00023,Cookware Set,Books,UrbanStyle,2,264.31,0.0,42.29,2.54,573.45,UPI,Shipped,Denver,CO,India,SELL01646
ORD0070017,02-06-2021,CUST027425,Sahil Kumar,P00013,Action Camera,Electronics,UrbanStyle,3,315.58,0.0,47.34,12.11,1006.19,Credit Card,Delivered,Charlotte,NC,India,SELL01584
ORD0070018,24-07-2023,CUST037828,Pooja Sharma,P00002,Bluetooth Speaker,Toys & Games,HomeEase,5,500.43,0.0,125.11,14.49,2641.75,Amazon Pay,Delivered,Phoenix,AZ,India,SELL01043
ORD0070019,17-09-2024,CUST013929,Neha Patel,P00039,Graphic Tablet,Electronics,KiddoFun,4,461.63,0.1,132.95,7.01,1801.83,Amazon Pay,Delivered,Austin,TX,United States,SELL01731
ORD0070020,23-01-2023,CUST027194,Sunita Mehta,P00020,Office Chair,Books,UrbanStyle,1,152.33,0.25,9.14,11.26,134.65,Amazon Pay,Pending,Seattle,WA,United States,SELL00557
ORD0070021,07-07-2022,CUST028117,Vihaan Kumar,P00039,Graphic Tablet,Books,ReadMore,4,250.33,0.0,180.24,11.05,1192.61,Credit Card,Shipped,Houston,TX,United States,SELL01555
ORD0070022,06-11-2023,CUST038721,Vihaan Kumar,P00013,Action Camera,Home & Kitchen,HomeEase,4,245.37,0.0,78.52,12.79,1072.79,Credit Card,Delivered,Fort Worth,TX,United States,SELL01108
ORD0070023,11-01-2021,CUST007001,Neha Reddy,P00019,LED Desk Lamp,Home & Kitchen,CoreTech,3,258.73,0.25,104.79,10.4,697.33,Credit Card,Delivered,Houston,TX,India,SELL00334
ORD0070024,14-11-2022,CUST032672,Priya Kumar,P00015,Instant Pot,Clothing,UrbanStyle,4,285.71,0.1,82.28,3.28,1114.12,Net Banking,Delivered,Phoenix,AZ,United States,SELL00876
ORD0070025,17-10-2020,CUST012651,Mohit Mehta,P00010,Smartwatch,Sports & Outdoors,NexPro,1,321.15,0.05,15.25,11.78,332.12,Amazon Pay,Delivered,San Antonio,TX,United States,SELL00608
ORD0070026,04-06-2023,CUST007310,Vivaan Sharma,P00033,Puzzle 1000pc,Home & Kitchen,HomeEase,3,255.67,0.0,38.35,7.81,813.17,UPI,Delivered,San Antonio,TX,United Kingdom,SELL00970
ORD0070027,11-04-2023,CUST027822,Rohit Gupta,P00019,LED Desk Lamp,Home & Kitchen,NexPro,2,360.88,0.15,73.62,2.71,689.83,Debit Card,Shipped,Los Angeles,CA,United States,SELL00874
ORD0070028,28-07-2024,CUST019797,Arjun Kapoor,P00031,Kids Toy Car,Toys & Games,HomeEase,4,36.99,0.0,11.84,5.84,165.64,Debit Card,Shipped,Chicago,IL,United States,SELL01521
