OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0020001,12-12-2021,CUST032735,Mohit Kumar,P00026,Sunglasses,Toys & Games,NexPro,1,416.06,0.0,33.28,3.11,452.45,Amazon Pay,Cancelled,Dallas,TX,United States,SELL00035
ORD0020002,14-12-2022,CUST034745,Sahil Verma,P00031,Kids Toy Car,Clothing,ReadMore,5,49.48,0.15,16.82,3.25,230.36,Amazon Pay,Delivered,Phoenix,AZ,Canada,SELL00558
ORD0020003,24-11-2024,CUST017397,Sahil Singh,P00041,Webcam Full HD,Home & Kitchen,BrightLux,4,503.15,0.2,289.81,13.92,1913.81,UPI,Shipped,Seattle,WA,United States,SELL01068
ORD0020004,05-01-2024,CUST026915,Aman Kapoor,P00035,Desk Plant,Clothing,ReadMore,3,36.02,0.1,0.0,8.03,105.28,Credit Card,Delivered,Phoenix,AZ,India,SELL01599
ORD0020005,04-09-2024,CUST002694,Rohit Mehta,P00016,Air Fryer,Toys & Games,NexPro,1,480.28,0.0,38.42,2.22,520.92,Net Banking,Delivered,Phoenix,AZ,Australia,SELL00011
ORD0020006,08-05-2023,CUST030297,Rohit Singh,P00026,Sunglasses,Toys & Games,KiddoFun,5,344.1,0.0,137.64,10.9,1869.04,Credit Card,Shipped,Washington,DC,United States,SELL01502
ORD0020007,06-02-2021,CUST003039,Simran Reddy,P00045,Phone Tripod,Books,CoreTech,4,554.51,0.05,168.57,1.09,2276.8,Credit Card,Delivered,Dallas,TX,United States,SELL01453
ORD0020008,05-09-2021,CUST021247,Karan Reddy,P00042,Projector Mini,Sports & Outdoors,Apex,3,560.88,0.0,302.88,11.96,1997.48,UPI,Delivered,San Antonio,TX,United States,SELL00465
ORD0020009,07-03-2022,CUST029406,Aarav Joshi,P00003,Smartphone Case,Sports & Outdoors,HomeEase,3,78.69,0.1,10.62,0.35,223.43,Credit Card,Delivered,Austin,TX,United States,SELL01546
ORD0020010,13-08-2024,CUST017788,Vivaan Gupta,P00049,Children's Book,Electronics,NexPro,3,196.97,0.15,25.11,1.9,529.28,Amazon Pay,Delivered,San Francisco,CA,United States,SELL00435
ORD0020011,14-09-2021,CUST046062,Mohit Kumar,P00029,T-Shirt,Sports & Outdoors,Apex,4,145.04,0.0,46.41,3.12,629.69,Credit Card,Delivered,Los Angeles,CA,Canada,SELL00617
ORD0020012,06-12-2024,CUST031555,Vikas Joshi,P00011,Fitness Band,Electronics,NexPro,1,230.3,0.0,27.64,4.62,262.56,Amazon Pay,Delivered,Phoenix,AZ,United States,SELL00118
ORD0020013,25-08-2021,CUST004178,Sneha Verma,P00042,Projector Mini,Home & Kitchen,HomeEase,4,171.37,0.0,34.27,11.81,731.56,Net Banking,Delivered,Washington,DC,Canada,SELL00059
ORD0020014,25-06-2020,CUST004085,Aman Kapoor,P00030,Dress Shirt,Toys & Games,ReadMore,1,423.62,0.0,50.83,11.91,486.36,Credit Card,Delivered,Los Angeles,CA,United States,SELL00456
ORD0020015,24-03-2021,CUST049784,Kabir Patel,P00020,Office Chair,Sports & Outdoors,Zenith,1,127.16,0.05,6.04,1.58,128.42,Credit Card,Returned,Chicago,IL,United States,SELL00330
ORD0020016,12-01-2022,CUST044856,Ritika Kumar,P00017,Electric Kettle,Books,FitLife,4,176.08,0.0,35.22,11.07,750.61,Credit Card,Delivered,Fort Worth,TX,Australia,SELL00268
ORD0020017,13-04-2024,CUST023889,Aditya Verma,P00014,Drone Mini,Toys & Games,FitLife,2,24.11,0.15,3.28,5.47,49.74,Debit Card,Delivered,Chicago,IL,India,SELL01335
ORD0020018,27-10-2020,CUST045116,Karan Kapoor,P00025,Running Shoes,Toys & Games,ReadMore,4,545.56,0.25,130.93,4.17,1771.78,Net Banking,Cancelled,Philadelphia,PA,United States,SELL01705
