OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0040001,15-08-2022,CUST035337,Pooja Sharma,P00028,Jeans,Sports & Outdoors,Zenith,5,331.67,0.05,189.05,9.19,1773.67,Amazon Pay,Delivered,Fort Worth,TX,United States,SELL00500
ORD0040002,23-03-2022,CUST037018,Vikas Kumar,P00050,Novel Bestseller,Clothing,Apex,2,103.27,0.1,33.46,2.64,221.99,Credit Card,Delivered,Washington,DC,United States,SELL01480
ORD0040003,11-06-2021,CUST026117,Sahil Mehta,P00016,Air Fryer,Toys & Games,NexPro,2,455.47,0.0,109.31,0.68,1020.93,Debit Card,Shipped,Denver,CO,United States,SELL00566
ORD0040004,15-11-2020,CUST039534,Neha Mehta,P00048,Wireless Charger,Electronics,ReadMore,1,527.31,0.0,42.18,2.62,572.11,Credit Card,Delivered,Phoenix,AZ,United States,SELL00496
ORD0040005,26-11-2022,CUST043794,Simran Joshi,P00010,Smartwatch,Clothing,UrbanStyle,5,309.23,0.05,264.39,4.48,1737.71,Credit Card,Shipped,San Jose,CA,United States,SELL00138
ORD0040006,13-05-2021,CUST011829,Aarav Kumar,P00024,Yoga Mat,Clothing,NexPro,2,96.6,0.05,14.68,2.07,200.29,UPI,Delivered,Austin,TX,United States,SELL00103
ORD0040007,15-08-2024,CUST042693,Neha Kumar,P00040,Microphone,Sports & Outdoors,FitLife,2,5.6,0.05,1.92,1.96,14.52,Debit Card,Shipped,New York,NY,United States,SELL00253
ORD0040008,21-09-2020,CUST045147,Simran Kapoor,P00035,Desk Plant,Toys & Games,KiddoFun,5,25.82,0.0,23.24,0.31,152.65,Amazon Pay,Delivered,Denver,CO,India,SELL00441
ORD0040009,14-09-2024,CUST029140,Sunita Joshi,P00012,Noise Cancelling Headphones,Toys & Games,BrightLux,2,414.9,0.2,119.49,9.16,792.49,Cash on Delivery,Delivered,Columbus,OH,United States,SELL00743
ORD0040010,18-08-2024,CUST001252,Arjun Reddy,P00027,Winter Jacket,Home & Kitchen,CoreTech,2,18.89,0.1,2.72,0.54,37.26,Credit Card,Shipped,New York,NY,United States,SELL01633
ORD0040011,30-07-2024,CUST009189,Vivaan Kumar,P00039,Graphic Tablet,Sports & Outdoors,CoreTech,4,35.65,0.0,7.13,14.81,164.54,UPI,Delivered,Los Angeles,CA,United States,SELL00119
ORD0040012,26-06-2022,CUST032418,Karan Joshi,P00030,Dress Shirt,Clothing,CoreTech,1,496.01,0.1,35.71,4.82,486.94,Debit Card,Delivered,Chicago,IL,United Kingdom,SELL00505
ORD0040013,05-02-2021,CUST010318,Vihaan Kapoor,P00013,Action Camera,Electronics,FitLife,5,191.37,0.0,76.55,9.27,1042.67,Net Banking,Delivered,Columbus,OH,United States,SELL01505
ORD0040014,13-09-2022,CUST046534,Ritika Kapoor,P00016,Air Fryer,Clothing,NexPro,4,130.23,0.0,62.51,12.28,595.71,Credit Card,Delivered,San Antonio,TX,United States,SELL01877
