OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0010001,26-02-2022,CUST000534,Neha Joshi,P00047,Memory Card 128GB,Electronics,KiddoFun,3,198.1,0.15,40.41,14.06,559.62,Cash on Delivery,Delivered,Indianapolis,IN,United States,SELL00570
ORD0010002,20-09-2020,CUST012761,Ritika Gupta,P00030,Dress Shirt,Sports & Outdoors,BrightLux,1,311.12,0.05,14.78,9.33,319.67,Amazon Pay,Delivered,Austin,TX,United States,SELL00648
ORD0010003,17-12-2022,CUST048814,Sneha Kumar,P00006,Gaming Mouse,Clothing,UrbanStyle,1,529.81,0.05,40.27,6.1,549.69,UPI,Delivered,Washington,DC,United States,SELL00229
ORD0010004,18-08-2023,CUST045663,Mohit Patel,P00001,Wireless Earbuds,Home & Kitchen,BrightLux,1,235.39,0.0,18.83,3.85,258.07,Credit Card,Delivered,San Jose,CA,India,SELL00328
ORD0010005,31-01-2020,CUST031421,Karan Singh,P00037,Router,Books,UrbanStyle,5,303.83,0.0,75.96,8.25,1603.36,Credit Card,Delivered,Jacksonville,FL,United States,SELL00784
ORD0010006,01-03-2024,CUST014243,Rohit Reddy,P00029,T-Shirt,Books,UrbanStyle,3,259.11,0.0,62.19,14.95,854.47,UPI,Delivered,Seattle,WA,Australia,SELL01487
ORD0010007,26-06-2023,CUST042994,Ritika Kapoor,P00038,External HDD 2TB,Home & Kitchen,Apex,1,85.92,0.05,14.69,4.74,101.05,Debit Card,Delivered,Columbus,OH,United States,SELL00336
ORD0010008,27-08-2021,CUST001342,Priya Kapoor,P00021,Backpack,Sports & Outdoors,BrightLux,2,503.84,0.0,50.38,8.87,1066.93,Debit Card,Shipped,Indianapolis,IN,United States,SELL00887
ORD0010009,05-12-2024,CUST034390,Ritika Verma,P00008,4K Monitor,Home & Kitchen,CoreTech,1,307.8,0.0,24.62,14.48,346.9,Credit Card,Delivered,Dallas,TX,India,SELL01790
ORD0010010,18-07-2023,CUST027193,Kabir Joshi,P00044,Power Bank 20000mAh,Books,UrbanStyle,5,505.13,0.25,151.54,7.2,2052.98,Debit Card,Delivered,Charlotte,NC,United States,SELL00415
