OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0085001,01-03-2024,CUST024559,Pooja Patel,P00022,Water Bottle,Books,KiddoFun,1,30.55,0.1,2.2,3.05,32.74,Debit Card,Delivered,Chicago,IL,United States,SELL01977
ORD0085002,09-06-2020,CUST017097,Aman Reddy,P00025,Running Shoes,Electronics,ReadMore,3,506.82,0.15,155.09,9.01,1456.49,UPI,Delivered,San Jose,CA,Canada,SELL00845
ORD0085003,25-10-2021,CUST025549,Vivaan Singh,P00037,Router,Sports & Outdoors,UrbanStyle,3,407.04,0.0,61.06,6.96,1289.14,Credit Card,Delivered,Charlotte,NC,United States,SELL01422
ORD0085004,24-08-2022,CUST048246,Sneha Mehta,P00010,Smartwatch,Books,Apex,2,588.46,0.1,84.74,9.73,1153.7,Cash on Delivery,Delivered,Philadelphia,PA,United States,SELL01374
ORD0085005,03-07-2021,CUST013422,Aarav Patel,P00008,4K Monitor,Sports & Outdoors,Apex,1,99.82,0.0,4.99,10.49,115.3,Amazon Pay,Delivered,Charlotte,NC,United States,SELL01177
ORD0085006,20-09-2023,CUST037396,Mohit Patel,P00041,Webcam Full HD,Electronics,Apex,1,236.64,0.1,10.65,5.32,228.95,UPI,Delivered,Houston,TX,United States,SELL00808
ORD0085007,09-12-2022,CUST015466,Simran Reddy,P00033,Puzzle 1000pc,Home & Kitchen,UrbanStyle,2,553.18,0.0,88.51,11.0,1205.87,UPI,Delivered,New York,NY,United States,SELL00432
ORD0085008,16-01-2022,CUST004727,Aman Joshi,P00020,Office Chair,Home & Kitchen,NexPro,3,528.22,0.0,0.0,12.04,1596.7,Credit Card,Pending,Fort Worth,TX,United States,SELL01639
ORD0085009,29-03-2020,CUST016756,Sunita Joshi,P00003,Smartphone Case,Toys & Games,HomeEase,4,68.38,0.2,39.39,4.87,263.08,Amazon Pay,Delivered,New York,NY,United States,SELL01831
ORD0085010,18-05-2024,CUST038877,Sunita Sharma,P00020,Office Chair,Books,KiddoFun,1,174.83,0.0,20.98,14.47,210.28,Amazon Pay,Delivered,Houston,TX,Australia,SELL00400
ORD0085011,11-06-2022,CUST014803,Mohit Joshi,P00021,Backpack,Sports & Outdoors,NexPro,3,481.28,0.1,103.96,2.61,1406.03,Net Banking,Shipped,Jacksonville,FL,United States,SELL00114
ORD0085012,21-12-2021,CUST042364,Sneha Verma,P00024,Yoga Mat,Home & Kitchen,HomeEase,2,375.74,0.15,76.65,10.86,726.27,Net Banking,Delivered,Houston,TX,Australia,SELL00069
ORD0085013,02-06-2023,CUST035625,Ritika Kapoor,P00017,Electric Kettle,Sports & Outdoors,NexPro,3,455.53,0.1,61.5,3.18,1294.61,Debit Card,Delivered,Houston,TX,United States,SELL01584
ORD0085014,20-01-2021,CUST029768,Vihaan Mehta,P00019,LED Desk Lamp,Books,KiddoFun,4,528.93,0.0,169.26,0.74,2285.72,UPI,Cancelled,Philadelphia,PA,United States,SELL01828
ORD0085015,05-04-2023,CUST040415,Priya Gupta,P00026,Sunglasses,Electronics,UrbanStyle,3,84.99,0.0,30.6,0.2,285.77,Credit Card,Delivered,Washington,DC,United States,SELL00685
ORD0085016,03-10-2024,CUST000469,Priya Joshi,P00023,Cookware Set,Electronics,UrbanStyle,1,554.49,0.25,20.79,7.68,444.34,Debit Card,Delivered,Dallas,TX,United States,SELL00665
ORD0085017,15-10-2021,CUST032355,Arjun Gupta,P00045,Phone Tripod,Toys & Games,ReadMore,1,126.44,0.0,22.76,4.4,153.6,Credit Card,Delivered,Columbus,OH,United States,SELL00809
ORD0085018,02-12-2020,CUST004824,Pooja Singh,P00022,Water Bottle,Toys & Games,ReadMore,3,445.7,0.25,80.23,8.54,1091.59,Credit Card,Delivered,Jacksonville,FL,United States,SELL01807
ORD0085019,12-08-2021,CUST028076,Vivaan Kumar,P00034,Desk Organizer,Home & Kitchen,Zenith,3,226.61,0.05,0.0,10.36,656.2,Net Banking,Pending,Dallas,TX,United States,SELL01427
ORD0085020,10-03-2021,CUST011876,Vikas Sharma,P00049,Children's Book,Clothing,NexPro,3,495.52,0.0,74.33,7.27,1568.16,Credit Card,Delivered,Los Angeles,CA,United States,SELL01048
ORD0085021,25-03-2024,CUST008144,Mohit Verma,P00004,USB-C Charger,Sports & Outdoors,ReadMore,2,407.37,0.05,0.0,11.79,785.79,Credit Card,Delivered,San Jose,CA,United States,SELL00162
ORD0085022,25-06-2023,CUST009637,Kabir Kumar,P00047,Memory Card 128GB,Home & Kitchen,KiddoFun,3,317.63,0.1,102.91,14.37,974.88,Credit Card,Delivered,Denver,CO,United States,SELL00996
ORD0085023,03-12-2022,CUST026633,Vihaan Verma,P00050,Novel Bestseller,Home & Kitchen,NexPro,1,538.78,0.15,0.0,2.1,460.06,Debit Card,Shipped,Fort Worth,TX,United States,SELL00319
ORD0085024,01-05-2021,CUST002166,Simran Gupta,P00008,4K Monitor,Clothing,ReadMore,1,570.24,0.1,61.59,10.5,585.31,Credit Card,Pending,San Antonio,TX,United States,SELL01533
ORD0085025,09-02-2024,CUST003822,Mohit Kumar,P00018,Vacuum Cleaner,Books,Apex,4,174.3,0.05,52.99,4.03,719.36,Amazon Pay,Delivered,Columbus,OH,United States,SELL00794
ORD0085026,18-04-2020,CUST046527,Simran Sharma,P00030,Dress Shirt,Electronics,FitLife,3,211.34,0.05,108.42,5.62,716.36,Credit Card,Delivered,Fort Worth,TX,India,SELL01822
ORD0085027,30-11-2021,CUST021231,Priya Sharma,P00017,Electric Kettle,Toys & Games,NexPro,3,393.27,0.0,0.0,5.11,1184.92,Cash on Delivery,Returned,Jacksonville,FL,Canada,SELL00736
ORD0085028,29-12-2022,CUST004170,Vivaan Kapoor,P00049,Children's Book,Toys & Games,ReadMore,1,89.21,0.2,8.56,2.12,82.05,Debit Card,Delivered,Austin,TX,United States,SELL00295
ORD0085029,02-11-2024,CUST005302,Rohit Sharma,P00004,USB-C Charger,Sports & Outdoors,ReadMore,1,585.36,0.05,44.49,13.16,613.74,Amazon Pay,Delivered,Washington,DC,United States,SELL01734
ORD0085030,26-06-2021,CUST041459,Mohit Mehta,P00042,Projector Mini,Electronics,UrbanStyle,2,256.12,0.0,92.2,11.54,615.98,Amazon Pay,Delivered,Phoenix,AZ,India,SELL00943
ORD0085031,15-03-2022,CUST011507,Pooja Reddy,P00002,Bluetooth Speaker,Books,BrightLux,4,493.29,0.0,157.85,7.24,2138.25,Credit Card,Delivered,San Antonio,TX,United States,SELL00823
ORD0085032,17-09-2024,CUST041010,Neha Sharma,P00044,Power Bank 20000mAh,Home & Kitchen,CoreTech,1,235.58,0.0,11.78,5.03,252.39,Credit Card,Shipped,Charlotte,NC,United States,SELL00467
ORD0085033,13-11-2021,CUST045514,Rohit Gupta,P00020,Office Chair,Clothing,KiddoFun,2,538.48,0.0,129.24,3.42,1209.62,Credit Card,Delivered,San Francisco,CA,Australia,SELL00900
ORD0085034,06-02-2023,CUST014577,Vivaan Mehta,P00017,Electric Kettle,Books,KiddoFun,3,490.33,0.1,66.19,14.71,1404.79,Debit Card,Delivered,San Diego,CA,United States,SELL00274
ORD0085035,31-08-2021,CUST042686,Arjun Verma,P00040,Microphone,Home & Kitchen,ReadMore,3,596.24,0.0,89.44,4.32,1882.48,Net Banking,Delivered,Washington,DC,United States,SELL01038
ORD0085036,18-04-2022,CUST008460,Karan Verma,P00005,Laptop Sleeve,Toys & Games,Zenith,2,229.87,0.0,0.0,8.54,468.28,Amazon Pay,Delivered,San Antonio,TX,United States,SELL00648
ORD0085037,03-07-2021,CUST002429,Mohit Kapoor,P00008,4K Monitor,Sports & Outdoors,CoreTech,1,188.22,0.05,14.3,3.98,197.09,Amazon Pay,Cancelled,Seattle,WA,United States,SELL01056
ORD0085038,20-09-2020,CUST025650,Vihaan Verma,P00043,HDMI Cable 2m,Electronics,HomeEase,2,89.61,0.0,21.51,14.88,215.61,Debit Card,Delivered,Columbus,OH,United States,SELL00399
ORD0085039,16-10-2020,CUST024380,Pooja Verma,P00039,Graphic Tablet,Books,FitLife,3,451.34,0.1,97.49,5.91,1322.02,UPI,Delivered,Los Angeles,CA,United States,SELL00965
ORD0085040,24-05-2020,CUST001299,Ritika Singh,P00009,Portable SSD 1TB,Home & Kitchen,BrightLux,1,96.8,0.0,11.62,2.9,111.32,Credit Card,Delivered,Jacksonville,FL,Canada,SELL00389
ORD0085041,12-06-2021,CUST047540,Arjun Sharma,P00020,Office Chair,Toys & Games,Apex,2,420.26,0.05,63.88,11.06,873.43,Credit Card,Shipped,San Jose,CA,United States,SELL00917
ORD0085042,03-04-2020,CUST020244,Sahil Reddy,P00026,Sunglasses,Home & Kitchen,KiddoFun,3,367.67,0.0,55.15,11.65,1169.81,Amazon Pay,Shipped,Dallas,TX,United States,SELL00504
ORD0085043,03-12-2020,CUST024318,Sunita Kapoor,P00002,Bluetooth Speaker,Sports & Outdoors,KiddoFun,4,589.81,0.2,0.0,13.9,1901.29,UPI,Delivered,San Diego,CA,United States,SELL00524
ORD0085044,07-05-2024,CUST044746,Aman Joshi,P00038,External HDD 2TB,Home & Kitchen,NexPro,3,354.98,0.1,47.92,9.29,1015.66,Debit Card,Delivered,San Antonio,TX,United States,SELL01507
ORD0085045,25-09-2022,CUST018561,Ritika Singh,P00019,LED Desk Lamp,Electronics,ReadMore,4,250.83,0.0,120.4,2.14,1125.86,Debit Card,Delivered,Seattle,WA,United States,SELL00169
ORD0085046,02-07-2024,CUST042910,Arjun Kumar,P00036,Smart Light Bulb,Toys & Games,BrightLux,3,319.94,0.25,57.59,0.14,777.6,Amazon Pay,Delivered,Denver,CO,United States,SELL01815
ORD0085047,11-05-2024,CUST028640,Priya Reddy,P00022,Water Bottle,Toys & Games,NexPro,1,23.84,0.0,1.19,2.68,27.71,Credit Card,Delivered,Washington,DC,United States,SELL00123
ORD0085048,10-08-2024,CUST012103,Ritika Sharma,P00014,Drone Mini,Electronics,FitLife,1,137.84,0.2,13.23,12.63,136.13,Debit Card,Cancelled,San Antonio,TX,India,SELL01531
ORD0085049,20-12-2022,CUST007375,Neha Verma,P00013,Action Camera,Sports & Outdoors,Apex,5,172.24,0.1,62.01,3.58,840.67,UPI,Delivered,San Jose,CA,United States,SELL00284
ORD0085050,09-04-2024,CUST027312,Aman Verma,P00048,Wireless Charger,Sports & Outdoors,CoreTech,5,561.09,0.0,224.44,14.72,3044.61,UPI,Delivered,Jacksonville,FL,United States,SELL00390
ORD0085051,18-03-2020,CUST003403,Kabir Verma,P00041,Webcam Full HD,Sports & Outdoors,HomeEase,4,361.96,0.0,72.39,4.92,1525.15,Debit Card,Delivered,Dallas,TX,United States,SELL01022
ORD0085052,11-04-2024,CUST048453,Karan Reddy,P00004,USB-C Charger,Home & Kitchen,Apex,4,133.89,0.25,0.0,9.75,411.42,UPI,Delivered,Dallas,TX,United States,SELL01065
ORD0085053,25-12-2023,CUST031362,Anjali Verma,P00023,Cookware Set,Toys & Games,ReadMore,2,107.57,0.05,16.35,13.04,233.77,Credit Card,Delivered,Fort Worth,TX,United States,SELL01905
ORD0085054,08-04-2020,CUST016799,Kabir Kumar,P00031,Kids Toy Car,Electronics,ReadMore,2,375.07,0.1,33.76,13.59,722.48,Cash on Delivery,Delivered,Washington,DC,United States,SELL01338
ORD0085055,12-04-2024,CUST022286,Arjun Kumar,P00018,Vacuum Cleaner,Electronics,HomeEase,2,24.39,0.25,2.93,5.35,44.86,UPI,Delivered,Columbus,OH,India,SELL01862
ORD0085056,07-10-2021,CUST028841,Vivaan Kumar,P00014,Drone Mini,Electronics,KiddoFun,3,487.16,0.2,58.46,10.76,1238.4,Debit Card,Delivered,Philadelphia,PA,United States,SELL01023
ORD0085057,19-03-2022,CUST009071,Neha Gupta,P00046,Car Charger,Toys & Games,UrbanStyle,4,432.16,0.0,0.0,13.26,1741.9,Debit Card,Delivered,Washington,DC,United States,SELL00377
ORD0085058,31-08-2023,CUST006217,Simran Singh,P00029,T-Shirt,Books,HomeEase,2,482.23,0.25,36.17,7.59,767.1,Amazon Pay,Delivered,New York,NY,Australia,SELL01967
ORD0085059,31-05-2023,CUST004470,Pooja Joshi,P00011,Fitness Band,Toys & Games,ReadMore,4,64.38,0.3,14.42,7.18,201.86,UPI,Delivered,San Francisco,CA,United States,SELL00999
ORD0085060,27-04-2023,CUST000445,Sahil Kumar,P00008,4K Monitor,Electronics,Zenith,3,211.36,0.25,57.07,12.4,545.03,Net Banking,Delivered,Charlotte,NC,India,SELL00030
ORD0085061,02-09-2022,CUST046012,Aman Reddy,P00014,Drone Mini,Clothing,NexPro,1,123.64,0.15,0.0,13.38,118.47,Credit Card,Pending,Houston,TX,United States,SELL00081
ORD0085062,31-10-2020,CUST047373,Karan Reddy,P00004,USB-C Charger,Home & Kitchen,CoreTech,3,529.82,0.2,152.59,10.37,1434.53,Credit Card,Delivered,San Jose,CA,United States,SELL01957
ORD0085063,25-05-2022,CUST022148,Neha Kumar,P00019,LED Desk Lamp,Clothing,ReadMore,3,326.16,0.05,0.0,6.26,935.82,Credit Card,Delivered,Austin,TX,India,SELL01322
ORD0085064,21-12-2020,CUST018042,Sahil Reddy,P00037,Router,Books,NexPro,2,96.79,0.1,13.94,6.8,194.96,Cash on Delivery,Shipped,San Jose,CA,United States,SELL01510
ORD0085065,11-02-2022,CUST031349,Sahil Reddy,P00018,Vacuum Cleaner,Toys & Games,UrbanStyle,3,503.66,0.15,0.0,14.78,1299.11,UPI,Delivered,Fort Worth,TX,United States,SELL01579
ORD0085066,12-02-2024,CUST029687,Sahil Kumar,P00022,Water Bottle,Books,HomeEase,3,511.99,0.0,76.8,9.83,1622.6,Net Banking,Delivered,New York,NY,United States,SELL00516
ORD0085067,17-02-2022,CUST046527,Arjun Mehta,P00043,HDMI Cable 2m,Home & Kitchen,CoreTech,4,152.73,0.05,46.43,6.43,633.23,Debit Card,Shipped,New York,NY,India,SELL00053
ORD0085068,05-11-2024,CUST032509,Pooja Joshi,P00020,Office Chair,Home & Kitchen,NexPro,3,220.46,0.1,71.43,7.48,674.15,Amazon Pay,Delivered,San Diego,CA,India,SELL00391
ORD0085069,09-02-2020,CUST037813,Neha Joshi,P00020,Office Chair,Home & Kitchen,FitLife,2,222.25,0.1,48.01,11.86,459.92,Credit Card,Delivered,Denver,CO,United States,SELL00123
ORD0085070,20-04-2021,CUST046440,Neha Mehta,P00001,Wireless Earbuds,Home & Kitchen,FitLife,1,471.89,0.2,45.3,14.09,436.9,UPI,Delivered,Columbus,OH,India,SELL01878
ORD0085071,11-02-2023,CUST043356,Aman Gupta,P00014,Drone Mini,Sports & Outdoors,ReadMore,2,161.81,0.0,25.89,11.71,361.22,Credit Card,Shipped,Philadelphia,PA,United States,SELL01844
ORD0085072,11-09-2023,CUST019025,Sneha Kapoor,P00002,Bluetooth Speaker,Books,NexPro,5,397.33,0.0,158.93,3.18,2148.76,Credit Card,Delivered,Chicago,IL,Australia,SELL00527
ORD0085073,09-11-2021,CUST048788,Aman Sharma,P00019,LED Desk Lamp,Books,ReadMore,2,312.1,0.0,49.94,9.63,683.77,Cash on Delivery,Shipped,San Antonio,TX,Australia,SELL00518
ORD0085074,17-04-2022,CUST046207,Mohit Kapoor,P00029,T-Shirt,Home & Kitchen,BrightLux,2,286.86,0.05,27.25,5.6,577.88,Credit Card,Delivered,San Francisco,CA,United Kingdom,SELL00822
ORD0085075,03-07-2024,CUST017630,Priya Kapoor,P00036,Smart Light Bulb,Sports & Outdoors,HomeEase,4,189.99,0.05,57.76,4.11,783.83,Amazon Pay,Delivered,Seattle,WA,United States,SELL00386
ORD0085076,15-06-2021,CUST043922,Arjun Reddy,P00028,Jeans,Home & Kitchen,ReadMore,3,95.66,0.0,22.96,1.03,310.97,UPI,Delivered,Houston,TX,United Kingdom,SELL01169
ORD0085077,17-08-2020,CUST022089,Rohit Sharma,P00006,Gaming Mouse,Books,UrbanStyle,2,245.56,0.0,88.4,6.13,585.65,Credit Card,Shipped,Philadelphia,PA,India,SELL01215
ORD0085078,12-11-2023,CUST020961,Sneha Joshi,P00024,Yoga Mat,Clothing,FitLife,4,173.64,0.1,50.01,8.34,683.45,Credit Card,Shipped,San Francisco,CA,United States,SELL01252
ORD0085079,11-09-2022,CUST042839,Priya Kapoor,P00004,USB-C Charger,Toys & Games,Apex,1,440.7,0.25,39.66,1.56,371.74,Credit Card,Shipped,San Francisco,CA,United States,SELL00164
ORD0085080,19-02-2022,CUST005270,Anjali Mehta,P00002,Bluetooth Speaker,Toys & Games,NexPro,4,130.26,0.05,24.75,9.31,529.05,UPI,Delivered,Fort Worth,TX,United States,SELL00952
ORD0085081,21-08-2023,CUST049151,Karan Sharma,P00035,Desk Plant,Home & Kitchen,HomeEase,4,158.02,0.1,68.26,4.17,641.3,Debit Card,Delivered,Denver,CO,India,SELL00176
